"Date","Price","Open","High","Low","Change %"
"09/16/2020","10.47","10.10","10.47","10.10","0.00%"
"09/15/2020","10.47","10.10","10.47","10.10","-1.13%"
"09/14/2020","10.59","10.10","10.59","10.10","0.00%"
"09/11/2020","10.59","10.10","10.59","10.10","0.00%"
"09/10/2020","10.59","12.58","12.58","10.59","-10.56%"
"09/09/2020","11.84","12.59","12.59","11.84","0.00%"
"09/08/2020","11.84","12.59","12.59","11.84","0.00%"
"09/07/2020","11.84","12.58","12.58","11.84","0.08%"
"09/04/2020","11.83","12.59","12.59","11.83","-0.08%"
"09/03/2020","11.84","12.59","12.59","11.84","0.08%"
"09/02/2020","11.83","12.59","12.59","11.83","-0.08%"
"09/01/2020","11.84","12.59","12.59","11.84","0.00%"
"08/31/2020","11.84","12.59","12.59","11.84","0.00%"
"08/28/2020","11.84","12.58","12.58","11.84","0.00%"
"08/27/2020","11.84","12.59","12.59","11.84","-3.97%"
"08/26/2020","12.33","12.58","12.58","12.33","-0.08%"
"08/25/2020","12.34","12.59","12.59","12.34","0.08%"
"08/24/2020","12.33","12.59","12.59","12.33","-0.08%"
"08/21/2020","12.34","12.59","12.59","12.34","-0.48%"
"08/20/2020","12.40","12.59","12.59","12.40","0.00%"
"08/19/2020","12.40","12.59","12.59","12.40","0.49%"
"08/18/2020","12.34","12.60","12.60","12.34","0.00%"
"08/17/2020","12.34","12.59","12.59","12.34","0.00%"
"08/14/2020","12.34","12.59","12.59","12.34","0.00%"
"08/13/2020","12.34","12.59","12.59","12.34","0.00%"
"08/12/2020","12.34","12.59","12.59","12.34","0.08%"
"08/11/2020","12.33","12.58","12.58","12.33","0.98%"
"08/10/2020","12.21","12.58","12.58","12.21","0.00%"
"08/07/2020","12.21","12.59","12.59","12.21","0.00%"
"08/06/2020","12.21","12.58","12.58","12.21","0.00%"
"08/05/2020","12.21","12.58","12.58","12.21","0.00%"
"08/04/2020","12.21","12.58","12.58","12.21","-1.05%"
"08/03/2020","12.34","12.34","12.58","12.34","0.00%"
"07/31/2020","12.34","12.34","12.34","12.34","0.00%"
"07/30/2020","12.34","12.59","12.59","12.34","0.00%"
"07/29/2020","12.34","12.59","12.59","12.34","0.00%"
"07/28/2020","12.34","12.59","12.59","12.34","0.00%"
"07/27/2020","12.34","12.59","12.59","12.34","0.00%"
"07/24/2020","12.34","12.59","12.59","12.34","0.00%"
"07/23/2020","12.34","15.07","15.07","12.34","-13.89%"
"07/22/2020","14.33","15.08","15.08","14.33","0.00%"
"07/21/2020","14.33","15.08","15.08","14.33","0.00%"
"07/20/2020","14.33","15.08","15.08","14.33","0.00%"
"07/17/2020","14.33","15.08","15.08","14.33","0.00%"
"07/16/2020","14.33","15.08","15.08","14.33","-3.37%"
"07/15/2020","14.83","15.08","15.08","14.83","0.00%"
"07/14/2020","14.83","15.08","15.08","14.83","0.00%"
"07/13/2020","14.83","15.08","15.08","14.83","1.71%"
"07/10/2020","14.58","17.57","17.57","14.58","0.00%"
"07/09/2020","14.58","17.57","17.57","14.58","0.00%"
"07/08/2020","14.58","15.08","15.08","14.58","0.00%"
"07/07/2020","14.58","15.08","15.08","14.58","0.00%"
"07/06/2020","14.58","17.57","17.57","14.58","0.00%"
"07/03/2020","14.58","17.56","17.56","14.58","-10.66%"
"07/02/2020","16.32","17.56","17.56","16.32","0.00%"
"07/01/2020","16.32","17.56","17.56","16.32","-4.39%"
"06/30/2020","17.07","17.56","17.56","17.07","0.00%"
"06/29/2020","17.07","17.08","17.08","17.07","-0.03%"
"06/26/2020","17.08","17.08","17.08","17.08","0.03%"
"06/25/2020","17.07","17.56","17.56","17.07","0.00%"
"06/24/2020","17.07","17.56","17.56","17.07","-1.44%"
"06/23/2020","17.32","17.57","17.57","17.32","0.00%"
"06/22/2020","17.32","17.56","17.56","17.32","0.00%"
"06/19/2020","17.32","17.56","17.56","17.32","0.00%"
"06/18/2020","17.32","17.57","17.57","17.32","0.00%"
"06/17/2020","17.32","17.32","17.32","17.32","0.00%"
"06/16/2020","17.32","17.57","17.57","17.32","-2.75%"
"06/15/2020","17.81","17.57","17.81","17.57","2.83%"
"06/12/2020","17.32","17.56","17.56","17.32","2.97%"
"06/11/2020","16.82","17.57","17.57","16.82","0.00%"
"06/10/2020","16.82","17.57","17.57","16.82","-0.06%"
"06/09/2020","16.83","17.57","17.57","16.83","-2.83%"
"06/08/2020","17.32","17.57","17.57","17.32","-5.41%"
"06/05/2020","18.31","19.05","20.04","18.31","0.00%"
"06/04/2020","18.31","20.05","20.05","20.05","-3.86%"
"06/03/2020","19.05","20.04","20.04","19.05","-2.56%"
"06/02/2020","19.55","20.05","20.05","19.55","0.00%"
"06/01/2020","19.55","22.52","22.52","19.55","-5.96%"
"05/29/2020","20.79","22.52","22.52","20.79","-4.55%"
"05/28/2020","21.78","22.52","22.52","21.78","0.00%"
"05/27/2020","21.78","22.52","22.52","21.78","0.00%"
"05/26/2020","21.78","22.52","22.52","21.78","0.00%"
"05/25/2020","21.78","22.52","22.52","21.78","0.00%"
"05/22/2020","21.78","22.52","22.52","21.78","0.00%"
"05/21/2020","21.78","22.52","22.52","21.78","0.00%"
"05/20/2020","21.78","22.52","22.52","21.78","-2.20%"
"05/19/2020","22.27","22.52","22.52","22.27","-3.26%"
"05/18/2020","23.02","22.52","23.02","22.52","0.00%"
"05/15/2020","23.02","22.52","23.02","22.52","0.00%"
"05/14/2020","23.02","22.53","23.02","22.53","0.00%"
"05/13/2020","23.02","22.52","23.02","22.52","0.00%"
"05/12/2020","23.02","22.52","23.02","22.52","0.00%"
"05/11/2020","23.02","22.52","23.02","22.52","-1.03%"
"05/08/2020","23.26","22.52","23.26","22.52","-0.04%"
"05/07/2020","23.27","22.52","23.27","22.52","1.09%"
"05/06/2020","23.02","22.52","23.02","22.52","0.00%"
"05/05/2020","23.02","25.00","25.00","23.02","-1.03%"
"05/04/2020","23.26","25.00","25.00","23.26","0.00%"
"05/01/2020","23.26","22.53","23.26","22.53","0.00%"
"04/30/2020","23.26","22.53","23.26","22.53","-0.04%"
"04/29/2020","23.27","25.00","25.00","23.27","0.00%"
"04/28/2020","23.27","25.00","25.00","23.27","-5.02%"
"04/27/2020","24.50","25.00","25.00","24.50","-1.96%"
"04/24/2020","24.99","25.00","25.00","24.99","0.00%"
"04/23/2020","24.99","25.00","25.00","24.99","0.00%"
"04/22/2020","24.99","25.00","25.00","24.99","0.00%"
"04/21/2020","24.99","25.00","25.00","24.50","2.00%"
"04/20/2020","24.50","25.00","25.00","24.50","0.00%"
"04/17/2020","24.50","22.53","24.50","22.53","5.29%"
"04/16/2020","23.27","22.53","23.27","22.53","0.00%"
"04/15/2020","23.27","22.53","23.27","22.53","2.20%"
"04/14/2020","22.77","22.53","22.77","22.53","-2.15%"
"04/13/2020","23.27","22.53","23.27","22.53","0.00%"
"04/10/2020","23.27","20.06","23.27","20.06","0.00%"
"04/09/2020","23.27","22.53","23.27","22.53","-2.06%"
"04/08/2020","23.76","22.53","23.76","22.53","2.11%"
"04/07/2020","23.27","22.53","23.27","22.53","0.00%"
"04/06/2020","23.27","22.53","23.27","22.53","2.15%"
"04/03/2020","22.78","22.78","22.78","22.78","0.00%"
"04/02/2020","22.78","20.06","22.78","20.06","0.00%"
"04/01/2020","22.78","22.53","22.78","22.53","2.24%"
"03/31/2020","22.28","20.06","22.28","20.06","0.00%"
"03/30/2020","22.28","20.06","22.28","20.06","5.84%"
"03/27/2020","21.05","20.06","21.05","20.06","0.00%"
"03/26/2020","21.05","20.06","21.05","20.06","-2.27%"
"03/25/2020","21.54","20.06","21.54","20.06","0.00%"
"03/24/2020","21.54","21.54","21.54","21.54","-10.29%"
"03/23/2020","24.01","27.45","27.45","24.01","4.30%"
"03/20/2020","23.02","27.45","27.45","23.02","-4.12%"
"03/19/2020","24.01","25.00","25.00","24.01","-2.00%"
"03/18/2020","24.50","22.53","24.50","22.53","10.01%"
"03/17/2020","22.27","20.05","22.27","20.05","8.37%"
"03/16/2020","20.55","20.55","20.55","20.55","27.56%"
"03/13/2020","16.11","16.11","16.11","16.11","0.12%"
"03/12/2020","16.09","16.09","16.09","16.09","13.95%"
"03/11/2020","14.12","14.12","14.12","14.12","0.14%"
"03/10/2020","14.10","14.10","14.10","14.10","26.80%"
"03/06/2020","11.12","10.15","11.12","10.15","4.61%"
"03/05/2020","10.63","10.11","10.63","10.11","0.28%"
"03/04/2020","10.60","10.13","10.60","10.13","-0.56%"
"03/03/2020","10.66","10.11","10.66","10.11","0.57%"
"03/02/2020","10.60","9.14","10.60","9.14","4.54%"
"02/28/2020","10.14","9.11","10.14","9.11","11.43%"
"02/27/2020","9.10","9.11","9.11","9.10","0.11%"
"02/26/2020","9.09","9.09","9.09","9.09","2.71%"
"02/25/2020","8.85","9.07","9.07","8.85","-0.11%"
"02/24/2020","8.86","9.11","9.11","8.86","0.11%"
"02/21/2020","8.85","9.10","9.10","8.85","0.00%"
"02/20/2020","8.85","9.09","9.09","8.85","-0.56%"
"02/19/2020","8.90","9.09","9.09","8.90","-0.11%"
"02/18/2020","8.91","9.10","9.10","8.91","0.00%"
"02/17/2020","8.91","9.09","9.09","8.91","0.00%"
"02/14/2020","8.91","9.10","9.10","8.91","0.00%"
"02/13/2020","8.91","9.10","9.10","8.91","0.22%"
"02/12/2020","8.89","9.08","9.08","8.89","0.68%"
"02/11/2020","8.83","9.08","9.08","8.83","-0.11%"
"02/10/2020","8.84","9.09","9.09","8.84","-0.11%"
"02/07/2020","8.85","8.85","8.85","8.85","0.00%"
"02/06/2020","8.85","9.10","9.10","8.85","0.11%"
"02/05/2020","8.84","9.10","9.10","8.84","-1.23%"
"02/04/2020","8.95","9.08","9.08","8.95","-0.11%"
"02/03/2020","8.96","9.09","9.09","8.96","-0.33%"
"01/31/2020","8.99","9.11","9.11","8.99","0.22%"
"01/30/2020","8.97","9.11","9.11","8.97","-0.11%"
"01/29/2020","8.98","9.10","9.10","8.98","0.11%"
"01/28/2020","8.97","9.10","9.10","8.97","-1.64%"
"01/27/2020","9.12","9.12","9.12","9.12","0.11%"
"01/24/2020","9.11","9.10","9.11","9.10","0.00%"
"01/23/2020","9.11","9.11","9.11","9.11","0.11%"
"01/22/2020","9.10","9.10","9.10","9.10","-0.11%"
"01/21/2020","9.11","9.12","9.12","9.11","0.11%"
"01/20/2020","9.10","9.11","9.11","9.10","0.00%"
"01/17/2020","9.10","9.11","9.11","9.10","0.00%"
"01/16/2020","9.10","9.10","9.10","9.10","-0.11%"
"01/15/2020","9.11","9.10","9.11","9.10","0.00%"
"01/14/2020","9.11","9.10","9.11","9.10","0.11%"
"01/13/2020","9.10","9.11","9.11","9.10","-0.11%"
"01/10/2020","9.11","9.11","9.11","9.11","-0.11%"
"01/09/2020","9.12","10.10","10.10","9.12","-5.10%"
"01/08/2020","9.61","10.13","10.13","9.61","0.00%"
"01/07/2020","9.61","10.11","10.11","9.61","1.26%"
"01/06/2020","9.49","10.11","10.11","9.49","-0.11%"
"01/03/2020","9.50","10.12","10.12","9.50","0.11%"
"01/02/2020","9.49","10.11","10.11","9.49","0.00%"
"01/01/2020","9.49","10.11","10.11","9.49","0.11%"
"12/31/2019","9.48","10.11","10.11","9.48","0.00%"
"12/30/2019","9.48","10.11","10.11","9.48","1.17%"
"12/27/2019","9.37","10.11","10.11","9.37","0.11%"
"12/26/2019","9.36","10.11","10.11","9.36","0.00%"
"12/25/2019","9.36","10.11","10.11","9.36","-0.11%"
"12/24/2019","9.37","10.12","10.12","9.37","0.11%"
"12/23/2019","9.36","10.11","10.11","9.36","0.00%"
"12/20/2019","9.36","10.11","10.11","9.36","-0.11%"
"12/19/2019","9.37","10.12","10.12","9.37","0.11%"
"12/18/2019","9.36","10.11","10.11","9.36","0.00%"
"12/17/2019","9.36","10.12","10.12","9.36","0.11%"
"12/16/2019","9.35","10.11","10.11","9.35","-0.32%"
"12/13/2019","9.38","10.11","10.11","9.38","-2.19%"
"12/12/2019","9.59","10.11","10.11","9.59","-0.31%"
"12/11/2019","9.62","10.12","10.12","9.62","0.10%"
"12/10/2019","9.61","10.11","10.11","9.61","-0.10%"
"12/09/2019","9.62","9.61","9.62","9.61","0.10%"
"12/06/2019","9.61","10.11","10.11","9.61","0.00%"
"12/05/2019","9.61","10.11","10.11","9.61","-1.23%"
"12/04/2019","9.73","10.11","10.11","9.73","-0.31%"
"12/03/2019","9.76","10.12","10.12","9.76","0.21%"
"12/02/2019","9.74","10.11","10.11","9.74","1.25%"
"11/29/2019","9.62","10.12","10.12","9.62","0.00%"
"11/28/2019","9.62","10.12","10.12","9.62","0.10%"
"11/27/2019","9.61","9.62","9.62","9.61","-0.10%"
"11/26/2019","9.62","10.12","10.12","9.62","0.00%"
"11/25/2019","9.62","10.12","10.12","9.62","0.00%"
"11/22/2019","9.62","10.11","10.11","9.62","0.10%"
"11/21/2019","9.61","10.13","10.13","9.61","-0.21%"
"11/20/2019","9.63","10.13","10.13","9.63","0.10%"
"11/19/2019","9.62","10.12","10.12","9.62","-1.33%"
"11/18/2019","9.75","10.12","10.12","9.75","0.10%"
"11/15/2019","9.74","10.11","10.11","9.74","-0.20%"
"11/14/2019","9.76","10.14","10.14","9.76","-1.21%"
"11/13/2019","9.88","10.12","10.12","9.88","0.00%"
"11/12/2019","9.88","10.13","10.13","9.88","0.00%"
"11/11/2019","9.88","10.13","10.13","9.88","0.00%"
"11/08/2019","9.88","10.13","10.13","9.88","0.30%"
"11/07/2019","9.85","11.12","11.12","9.85","-5.01%"
"11/06/2019","10.37","11.12","11.12","10.37","0.10%"
"11/05/2019","10.36","11.11","11.11","10.36","0.00%"
"11/04/2019","10.36","11.11","11.11","10.36","0.00%"
"11/01/2019","10.36","11.11","11.11","10.36","-0.86%"
"10/31/2019","10.45","11.11","11.11","10.45","0.10%"
"10/30/2019","10.44","11.12","11.12","10.44","0.10%"
"10/29/2019","10.43","11.12","11.12","10.43","0.00%"
"10/28/2019","10.43","11.12","11.12","10.43","-0.10%"
"10/25/2019","10.44","11.13","11.13","10.44","0.00%"
"10/24/2019","10.44","11.13","11.13","10.44","0.00%"
"10/23/2019","10.44","11.13","11.13","10.44","-0.67%"
"10/22/2019","10.51","11.12","11.12","10.51","0.19%"
"10/21/2019","10.49","11.11","11.11","10.49","-0.10%"
"10/18/2019","10.50","11.12","11.12","10.50","0.10%"
"10/17/2019","10.49","11.13","11.13","10.49","-0.19%"
"10/16/2019","10.51","11.13","11.13","10.51","0.19%"
"10/15/2019","10.49","11.13","11.13","10.49","-0.19%"
"10/14/2019","10.51","11.13","11.13","10.51","-0.94%"
"10/11/2019","10.61","11.12","11.12","10.61","-0.09%"
"10/10/2019","10.62","11.13","11.13","10.62","0.00%"
"10/09/2019","10.62","11.12","11.12","10.62","-0.09%"
"10/08/2019","10.63","11.12","11.12","10.63","0.09%"
"10/07/2019","10.62","11.13","11.13","10.62","-0.09%"
"10/04/2019","10.63","11.12","11.12","10.63","-0.09%"
"10/03/2019","10.64","11.13","11.13","10.64","0.09%"
"10/02/2019","10.63","11.12","11.12","10.63","0.00%"
"10/01/2019","10.63","11.12","11.12","10.63","0.09%"
"09/30/2019","10.62","11.11","11.11","10.62","0.00%"
"09/27/2019","10.62","11.12","11.12","10.62","-0.19%"
"09/26/2019","10.64","11.13","11.13","10.64","0.28%"
"09/25/2019","10.61","11.13","11.13","10.61","-0.38%"
"09/24/2019","10.65","11.12","11.12","10.65","-4.23%"
"09/23/2019","11.12","11.12","11.12","11.12","0.00%"
"09/20/2019","11.12","12.37","12.37","11.12","4.71%"
"09/19/2019","10.62","11.11","11.11","10.62","0.09%"
"09/18/2019","10.61","11.11","11.11","10.61","-0.09%"
"09/17/2019","10.62","11.13","11.13","10.62","-0.19%"
"09/16/2019","10.64","11.14","11.14","10.64","0.19%"
"09/13/2019","10.62","11.12","11.12","10.62","0.00%"
"09/12/2019","10.62","11.11","11.11","10.62","-2.93%"
"09/11/2019","10.94","11.12","11.12","10.94","0.18%"
"09/10/2019","10.92","11.12","11.12","10.92","0.00%"
"09/09/2019","10.92","11.12","11.12","10.92","0.55%"
"09/06/2019","10.86","11.08","11.08","10.86","0.18%"
"09/05/2019","10.84","11.12","11.12","10.84","-0.37%"
"09/04/2019","10.88","11.12","11.12","10.88","0.09%"
"09/03/2019","10.87","11.11","11.11","10.87","0.09%"
"09/02/2019","10.86","11.12","11.12","10.86","-0.09%"
"08/30/2019","10.87","11.12","11.12","10.87","0.09%"
"08/29/2019","10.86","11.12","11.12","10.86","0.00%"
"08/28/2019","10.86","11.12","11.12","10.86","-0.09%"
"08/27/2019","10.87","11.12","11.12","10.87","0.18%"
"08/26/2019","10.85","11.14","11.14","10.85","-0.28%"
"08/23/2019","10.88","11.11","11.11","10.88","0.18%"
"08/22/2019","10.86","11.12","11.12","10.86","-1.09%"
"08/21/2019","10.98","11.11","11.11","10.98","-0.18%"
"08/20/2019","11.00","11.11","11.11","11.00","0.27%"
"08/19/2019","10.97","11.11","11.11","10.97","-1.17%"
"08/16/2019","11.10","11.11","11.11","11.10","-0.27%"
"08/15/2019","11.13","11.12","11.13","11.12","0.09%"
"08/14/2019","11.12","11.12","11.12","11.12","0.27%"
"08/13/2019","11.09","11.11","11.11","11.09","-0.36%"
"08/12/2019","11.13","11.12","11.13","11.12","0.27%"
"08/09/2019","11.10","11.12","11.12","11.10","-0.18%"
"08/08/2019","11.12","11.12","11.12","11.12","0.00%"
"08/07/2019","11.12","11.13","11.13","11.12","0.09%"
"08/06/2019","11.11","11.12","11.12","11.11","2.02%"
"08/05/2019","10.89","11.12","11.12","10.89","0.37%"
"08/02/2019","10.85","11.13","11.13","10.85","-0.28%"
"08/01/2019","10.88","11.10","11.10","10.88","0.18%"
"07/31/2019","10.86","11.11","11.11","10.86","0.00%"
"07/30/2019","10.86","11.12","11.12","10.86","-0.09%"
"07/29/2019","10.87","11.13","11.13","10.87","0.09%"
"07/26/2019","10.86","11.12","11.12","10.86","0.00%"
"07/25/2019","10.86","11.12","11.12","10.86","-2.34%"
"07/24/2019","11.12","11.11","11.12","11.11","0.09%"
"07/23/2019","11.11","11.11","11.11","11.11","-2.20%"
"07/22/2019","11.36","11.12","11.36","11.12","0.09%"
"07/19/2019","11.35","11.11","11.35","11.11","-0.09%"
"07/18/2019","11.36","11.12","11.36","11.12","1.16%"
"07/17/2019","11.23","11.11","11.23","11.11","0.09%"
"07/16/2019","11.22","11.11","11.22","11.11","-1.15%"
"07/15/2019","11.35","11.11","11.35","11.11","-0.09%"
"07/12/2019","11.36","11.10","11.36","11.10","0.09%"
"07/11/2019","11.35","11.12","11.35","11.12","-0.09%"
"07/10/2019","11.36","11.11","11.36","11.11","0.09%"
"07/09/2019","11.35","11.11","11.35","11.11","0.00%"
"07/08/2019","11.35","11.11","11.35","11.11","0.18%"
"07/05/2019","11.33","11.11","11.33","11.11","-0.18%"
"07/04/2019","11.35","11.11","11.35","11.11","0.00%"
"07/03/2019","11.35","11.12","11.35","11.12","-0.09%"
"07/02/2019","11.36","11.35","11.36","11.35","0.09%"
"07/01/2019","11.35","11.35","11.35","11.35","0.09%"
"06/28/2019","11.34","11.35","11.35","11.34","-0.18%"
"06/27/2019","11.36","11.10","11.36","11.10","0.18%"
"06/26/2019","11.34","11.09","11.34","11.09","-0.09%"
"06/25/2019","11.35","11.11","11.35","11.11","0.00%"
"06/24/2019","11.35","11.10","11.35","11.10","0.00%"
"06/21/2019","11.35","11.10","11.35","11.10","0.09%"
"06/20/2019","11.34","11.13","11.34","11.13","-0.18%"
"06/19/2019","11.36","12.09","12.09","11.36","-4.14%"
"06/18/2019","11.85","12.10","12.10","11.85","-1.50%"
"06/17/2019","12.03","12.10","12.10","12.03","-0.50%"
"06/14/2019","12.09","12.10","12.10","12.09","-0.17%"
"06/13/2019","12.11","12.10","12.11","12.10","0.08%"
"06/12/2019","12.10","12.10","12.10","12.10","0.00%"
"06/11/2019","12.10","12.10","12.10","12.10","0.00%"
"06/10/2019","12.10","12.10","12.10","12.10","-0.08%"
"06/07/2019","12.11","12.10","12.11","12.10","0.08%"
"06/06/2019","12.10","12.10","12.10","12.10","0.00%"
"06/05/2019","12.10","12.09","12.10","12.09","-0.82%"
"06/04/2019","12.20","12.09","12.20","12.09","-0.08%"
"06/03/2019","12.21","12.10","12.21","12.10","-0.08%"
"05/31/2019","12.22","12.12","12.22","12.12","0.99%"
"05/30/2019","12.10","12.10","12.10","12.10","0.08%"
"05/29/2019","12.09","12.10","12.10","12.09","-0.08%"
"05/28/2019","12.10","12.09","12.10","12.09","0.08%"
"05/27/2019","12.09","12.10","12.10","12.09","0.00%"
"05/24/2019","12.09","12.09","12.09","12.09","-0.17%"
"05/23/2019","12.11","12.10","12.11","12.10","1.09%"
"05/22/2019","11.98","12.10","12.10","11.98","0.08%"
"05/21/2019","11.97","12.09","12.09","11.97","0.00%"
"05/20/2019","11.97","12.09","12.09","11.97","0.00%"
"05/17/2019","11.97","11.97","11.97","11.97","0.00%"
"05/16/2019","11.97","12.10","12.10","12.10","-0.08%"
"05/15/2019","11.98","12.10","12.10","11.98","0.08%"
"05/14/2019","11.97","12.10","12.10","11.97","-0.17%"
"05/13/2019","11.99","12.11","12.11","11.99","0.08%"
"05/10/2019","11.98","12.10","12.10","11.98","-0.08%"
"05/09/2019","11.99","12.11","12.11","11.99","0.17%"
"05/08/2019","11.97","12.10","12.10","11.97","-0.08%"
"05/07/2019","11.98","12.11","12.11","11.98","0.00%"
"05/06/2019","11.98","12.13","12.13","11.98","0.00%"
"05/03/2019","11.98","12.11","12.11","11.98","0.00%"
"05/02/2019","11.98","12.10","12.10","11.98","-0.08%"
"05/01/2019","11.99","12.11","12.11","11.99","0.08%"
"04/30/2019","11.98","12.11","12.11","11.98","0.08%"
"04/29/2019","11.97","12.11","12.11","11.97","-0.50%"
"04/26/2019","12.03","12.11","12.11","12.03","0.84%"
"04/25/2019","11.93","12.11","12.11","11.93","-2.53%"
"04/24/2019","12.24","12.10","12.24","12.10","0.08%"
"04/23/2019","12.23","12.11","12.23","12.11","1.33%"
"04/22/2019","12.07","12.11","12.11","12.07","3.96%"
"04/19/2019","11.61","12.10","12.10","11.61","-2.76%"
"04/18/2019","11.94","12.11","12.11","11.94","0.00%"
"04/17/2019","11.94","12.11","12.11","11.94","-0.25%"
"04/16/2019","11.97","12.10","12.10","11.97","-1.07%"
"04/15/2019","12.10","12.10","12.10","12.10","0.17%"
"04/12/2019","12.08","12.10","12.10","12.08","0.58%"
"04/11/2019","12.01","12.60","12.60","12.01","-3.77%"
"04/10/2019","12.48","12.60","12.60","12.48","0.00%"
"04/09/2019","12.48","12.60","12.60","12.48","0.08%"
"04/08/2019","12.47","12.60","12.60","12.47","-1.03%"
"04/05/2019","12.60","12.60","12.60","12.60","0.00%"
"04/04/2019","12.60","12.61","12.61","12.60","-0.63%"
"04/03/2019","12.68","12.60","12.68","12.60","0.56%"
"04/02/2019","12.61","12.61","12.61","12.61","-0.24%"
"04/01/2019","12.64","12.59","12.64","12.59","-0.32%"
"03/29/2019","12.68","12.60","12.68","12.60","0.63%"
"03/28/2019","12.60","12.61","12.61","12.60","-0.08%"
"03/27/2019","12.61","12.60","12.61","12.60","-0.86%"
"03/26/2019","12.72","12.72","12.72","12.72","3.41%"
"03/25/2019","12.30","12.30","12.30","12.30","0.16%"
"03/22/2019","12.28","13.35","13.35","12.28","-3.46%"
"03/21/2019","12.72","13.35","13.35","12.72","-1.55%"
"03/20/2019","12.92","13.35","13.35","12.92","10.14%"
"03/19/2019","11.73","12.10","12.10","11.73","0.00%"
"03/18/2019","11.73","12.10","12.10","11.73","-3.06%"
"03/15/2019","12.10","12.10","12.10","12.10","2.11%"
"03/14/2019","11.85","12.10","12.10","11.85","1.11%"
"03/13/2019","11.72","12.10","12.10","11.72","-3.14%"
"03/12/2019","12.10","12.09","12.10","12.09","3.24%"
"03/11/2019","11.72","12.10","12.10","11.72","-2.41%"
"03/08/2019","12.01","12.10","12.10","12.01","5.72%"
"03/07/2019","11.36","12.10","12.10","11.36","-4.62%"
"03/06/2019","11.91","12.10","12.10","11.91","-0.92%"
"03/05/2019","12.02","12.10","12.10","12.02","0.92%"
"03/04/2019","11.91","12.10","12.10","11.91","-2.14%"
"03/01/2019","12.17","12.10","12.17","12.10","0.58%"
"02/28/2019","12.10","12.10","12.10","12.10","-0.41%"
"02/27/2019","12.15","12.10","12.15","12.10","-0.16%"
"02/26/2019","12.17","12.10","12.17","12.10","0.08%"
"02/25/2019","12.16","12.10","12.48","12.10","-2.56%"
"02/22/2019","12.48","12.10","12.48","12.10","-0.87%"
"02/21/2019","12.59","13.10","13.10","12.59","-4.48%"
"02/20/2019","13.18","13.10","13.18","13.10","-0.08%"
"02/19/2019","13.19","13.10","13.19","13.10","-0.60%"
"02/18/2019","13.27","13.10","13.27","13.10","0.08%"
"02/15/2019","13.26","13.10","13.26","13.10","2.39%"
"02/14/2019","12.95","13.10","13.10","12.95","0.15%"
"02/13/2019","12.93","13.10","13.10","12.93","0.00%"
"02/12/2019","12.93","13.10","13.10","12.93","-0.08%"
"02/11/2019","12.94","13.11","13.11","12.94","-0.61%"
"02/08/2019","13.02","13.11","13.11","13.02","-0.61%"
"02/07/2019","13.10","13.11","13.11","13.10","1.24%"
"02/06/2019","12.94","13.11","13.11","12.94","0.00%"
"02/05/2019","12.94","13.11","13.11","12.94","0.00%"
"02/04/2019","12.94","13.11","13.11","12.94","0.15%"
"02/01/2019","12.92","13.10","13.10","12.92","-0.84%"
"01/31/2019","13.03","13.11","13.11","13.03","0.08%"
"01/30/2019","13.02","13.60","13.60","13.02","-2.11%"
"01/29/2019","13.30","13.61","13.61","13.30","0.08%"
"01/28/2019","13.29","13.60","13.60","13.29","-0.45%"
"01/25/2019","13.35","13.60","13.60","13.35","-0.52%"
"01/24/2019","13.42","13.61","13.61","13.42","-0.45%"
"01/23/2019","13.48","13.61","13.61","13.48","-3.16%"
"01/22/2019","13.92","13.61","13.92","13.61","-0.07%"
"01/21/2019","13.93","13.61","13.93","13.61","-1.14%"
"01/18/2019","14.09","13.61","14.09","13.61","-1.19%"
"01/17/2019","14.26","13.61","14.26","13.61","0.00%"
"01/16/2019","14.26","13.61","14.26","13.61","1.13%"
"01/15/2019","14.10","13.60","14.10","13.60","0.00%"
"01/14/2019","14.10","13.60","14.10","13.60","2.69%"
"01/11/2019","13.73","13.61","13.73","13.61","0.00%"
"01/10/2019","13.73","13.61","13.73","13.61","0.00%"
"01/09/2019","13.73","13.61","13.73","13.61","0.07%"
"01/08/2019","13.72","13.61","13.72","13.61","0.00%"
"01/07/2019","13.72","13.61","13.72","13.61","1.70%"
"01/04/2019","13.49","13.60","13.60","13.49","-1.32%"
"01/03/2019","13.67","13.61","13.67","13.61","0.51%"
"01/02/2019","13.60","13.60","13.60","13.60","-1.31%"
"01/01/2019","13.78","13.61","13.78","13.61","-0.58%"
