country,date,sentiment_gdelt,sentiment_climatebert,sentiment_std,article_count,pct_positive,pct_negative
Indonesia,2023-12-08,-0.12173566572688037,0.0,0.39996681967658354,38,0.3684210526315789,0.631578947368421
Indonesia,2023-12-09,0.02734130419688861,0.0,0.3793971875319858,19,0.47368421052631576,0.5263157894736842
Indonesia,2023-12-10,0.09720063531304564,0.0,0.38194681981322853,19,0.47368421052631576,0.42105263157894735
Indonesia,2023-12-11,-0.055413779396367845,0.0,0.43210166133681416,37,0.5945945945945946,0.3783783783783784
Indonesia,2023-12-12,-0.056485408383066496,0.0,0.44552679201366596,45,0.4,0.6
Indonesia,2023-12-13,0.016738480939477617,0.0,0.4401889146185833,29,0.5862068965517241,0.41379310344827586
Indonesia,2023-12-14,-0.056388780833649274,0.0,0.42896201247523763,45,0.4666666666666667,0.5333333333333333
Indonesia,2023-12-15,0.17793170350959497,0.0,0.47442988743497577,36,0.6666666666666666,0.3333333333333333
Indonesia,2023-12-16,0.12605052179110762,0.0,0.35350926283511236,22,0.6818181818181818,0.3181818181818182
Indonesia,2023-12-17,0.034525885577568166,0.0,0.32914311206566277,24,0.5,0.4166666666666667
Indonesia,2023-12-18,0.08443949279940559,0.0,0.3881939716803359,38,0.5,0.42105263157894735
Indonesia,2023-12-19,0.07995556840346316,0.0,0.37784285393944667,43,0.5348837209302325,0.4186046511627907
Indonesia,2023-12-20,0.07720018804509546,0.0,0.3765229146267981,24,0.5833333333333334,0.375
